task_id,skill,difficulty,question,answer,answer_type,comparison_objects,comparison_edges,comparison_depth,query_distance,noise_edges,boolean_var_count,boolean_op_count,boolean_not_count,imp_var_count,imp_edge_count,imp_base_true_count,imp_chain_depth,constraint_objects,constraint_count,constraint_depth,ap_length,ap_step,ap_abs_step,mp_multiplier,mp_length,cycle_len,cycle_offset,cycle_total_len,mixed_op_len,mixed_seq_len,division_base,division_steps,ratio_k,ratio_mode,square_base,square_offset,square_mode,near_boundary_anchor,near_boundary_op,crossed_boundary
PAT-AP-6-5-7,pattern,6,"12, 6, 0, -6, -12, ?",-18,integer,,,,,,,,,,,,,,,,5,-6,6,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-12,numerical,12,"14 -> 84, 7 -> ?",42,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,multiply,,,,,,
PAT-CP-7-3-7,pattern,7,"6, 2, 17, 6, 2, 17, 6, ?",2,integer,,,,,,,,,,,,,,,,,,,,,3,0,7,,,,,,,,,,,,
LOG-BOOL-9-3-2,logical,9,"A is False.
B is True.
C is False.
What is: ((C OR B) AND A)?",False,boolean,,,,,,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-10-4-3,logical,10,"A is above C.
B is above C.
A is above D.
Is D above C?",no,yesno,,,,,,,,,,,,,4,3,2,,,,,,,,,,,,,,,,,,,,
PAT-CP-8-3-6,pattern,8,"9, 10, 6, 9, 10, 6, ?",9,integer,,,,,,,,,,,,,,,,,,,,,3,0,6,,,,,,,,,,,,
LOG-IMP-11-5-4,logical,11,"B is True.
If D is True, then B is True.
If C is True, then B is True.
If E is True, then C is True.
If D is True, then A is True.
Is C True?",no,yesno,,,,,,,,,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-9-2-7-5,pattern,9,"8, 13, 39, 44, 132, 137, ?",411,integer,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,
PAT-MP-8-6-2,pattern,8,"8, 16, 32, 64, 128, 256, ?",512,integer,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-10,numerical,10,What is 107 - 8?,99,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,-,True
LOG-IMP-12-5-4,logical,12,"C is True.
A is True.
If C is True, then A is True.
If A is True, then C is True.
If B is True, then C is True.
If D is True, then B is True.
Is D True?",no,yesno,,,,,,,,,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-11,numerical,11,"8 -> 56, 11 -> ?",77,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,multiply,,,,,,
LOG-BOOL-13-3-2,logical,13,"A is True.
B is False.
C is True.
What is: ((B OR (NOT A)) OR A)?",True,boolean,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-12,numerical,12,What is 16^2?,256,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,near,,,
LOG-COMP-14-6,logical,14,"C is older than D.
 A is older than C.
 C is older than E.
 D is older than E.
 F is older than A.
 A is older than D.
 Is F older than E?",yes,yesno,6,6,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-0-7-2,pattern,0,"2, 4, 8, 16, 32, 64, 128, ?",256,integer,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,
PAT-AP-3-4-5,pattern,3,"9, 10, 11, 12, ?",13,integer,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-0,numerical,0,"4 -> 12, 8 -> ?",24,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,multiply,,,,,,
LOG-CONSTRAINT-0-3-2,logical,0,"A is faster than C.
B is faster than C.
Is A faster than C?",yes,yesno,,,,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,
LOG-IMP-2-3-2,logical,2,"A is True.
If C is True, then A is True.
If B is True, then C is True.
Is B True?",no,yesno,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-2,numerical,2,What is 420 divided by 60?,7,integer,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,
PAT-MIXED-1-2-6-3,pattern,1,"20, 60, 63, 189, 192, ?",576,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
NUM-RATIO-MUL-4,numerical,4,"4 -> 8, 3 -> ?",6,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,multiply,,,,,,
NUM-NEARBOUNDARY-7,numerical,7,What is 98 + 9?,107,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,+,True
LOG-COMP-5-4,logical,5,"D is taller than A.
 D is taller than C.
 C is taller than B.
 Is D taller than B?",yes,yesno,4,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-9,numerical,9,"9 -> 45, 8 -> ?",40,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,multiply,,,,,,
PAT-CP-4-2-4,pattern,4,"9, 7, 9, 7, ?",9,integer,,,,,,,,,,,,,,,,,,,,,2,0,4,,,,,,,,,,,,
LOG-COMP-4-4,logical,4,"B is heavier than D.
 C is heavier than B.
 C is heavier than A.
 Is C heavier than D?",yes,yesno,4,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-10,numerical,10,What is 1080 divided by 90?,12,integer,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,
LOG-COMP-8-6,logical,8,"E is larger than B.
 C is larger than E.
 F is larger than C.
 B is larger than A.
 E is larger than A.
 F is larger than B.
 Is C larger than A?",yes,yesno,6,6,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-7-2-6-5,pattern,7,"3, 8, 10, 15, 17, ?",22,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
PAT-MIXED-10-2-8-6,pattern,10,"18, 21, 23, 26, 28, 31, 33, ?",36,integer,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,
PAT-MIXED-13-2-8-6,pattern,13,"20, 26, 52, 58, 116, 122, 244, ?",250,integer,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,
NUM-SQUARE-11,numerical,11,What is 17^2?,289,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,near,,,
LOG-BOOL-7-2-2,logical,7,"A is True.
B is False.
What is: ((A OR A) OR B)?",True,boolean,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-10,numerical,10,What is 108 - 9?,99,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,-,True
LOG-IMP-8-4-3,logical,8,"A is True.
If D is True, then A is True.
If C is True, then A is True.
If D is True, then C is True.
Is C True?",no,yesno,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-13,numerical,13,What is 196 + 12?,208,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,+,True
LOG-CONSTRAINT-10-5-4,logical,10,"B is faster than E.
C is faster than D.
D is faster than B.
A is faster than B.
Is D faster than E?",yes,yesno,,,,,,,,,,,,,5,4,4,,,,,,,,,,,,,,,,,,,,
PAT-AP-16-7-15,pattern,16,"19, 11, 3, -5, -13, -21, -29, ?",-37,integer,,,,,,,,,,,,,,,,7,-8,8,,,,,,,,,,,,,,,,,
PAT-CP-17-5-10,pattern,17,"8, 3, 15, 12, 2, 8, 3, 15, 12, 2, ?",8,integer,,,,,,,,,,,,,,,,,,,,,5,0,10,,,,,,,,,,,,
NUM-RATIO-MUL-14,numerical,14,"11 -> 77, 9 -> ?",63,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,multiply,,,,,,
PAT-MP-19-5-3,pattern,19,"8, 24, 72, 216, 648, ?",1944,integer,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,
PAT-MP-17-4-2,pattern,17,"11, 22, 44, 88, ?",176,integer,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,
LOG-IMP-11-4-4,logical,11,"C is True.
A is True.
If A is True, then C is True.
If D is True, then A is True.
If B is True, then A is True.
If A is True, then B is True.
Is D True?",no,yesno,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-14-4-4,logical,14,"A is faster than C.
C is faster than D.
A is faster than D.
A is faster than B.
Is C faster than B?",no,yesno,,,,,,,,,,,,,4,4,3,,,,,,,,,,,,,,,,,,,,
PAT-AP-20-7-20,pattern,20,"35, 49, 63, 77, 91, 105, 119, ?",133,integer,,,,,,,,,,,,,,,,7,14,14,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-15-5-4,logical,15,"A is left of C.
B is left of C.
D is left of C.
E is left of C.
Is D left of B?",no,yesno,,,,,,,,,,,,,5,4,2,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-17-4-2,logical,17,"A is True.
B is True.
C is True.
D is True.
What is: ((C OR A) AND B)?",True,boolean,,,,,,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-20-6-6,logical,20,"C is faster than E.
D is faster than B.
A is faster than D.
E is faster than B.
B is faster than F.
B is faster than C.
Is A faster than E?",yes,yesno,,,,,,,,,,,,,6,6,5,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-16,numerical,16,"11 -> 55, 17 -> ?",85,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,multiply,,,,,,
PAT-MP-21-4-3,pattern,21,"15, 45, 135, 405, ?",1215,integer,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,
PAT-MP-24-5-4,pattern,24,"18, 72, 288, 1152, 4608, ?",18432,integer,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,
LOG-CONSTRAINT-21-6-6,logical,21,"C is faster than A.
A is faster than E.
D is faster than E.
E is faster than B.
C is faster than F.
C is faster than D.
Is A faster than F?",no,yesno,,,,,,,,,,,,,6,6,4,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-17,numerical,17,"11 -> 66, 20 -> ?",120,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,multiply,,,,,,
NUM-NEARBOUNDARY-19,numerical,19,What is 486 - 22?,464,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,-,False
NUM-RATIO-DIV-21,numerical,21,"96 -> 16, 90 -> ?",15,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,divide,,,,,,
NUM-NEARBOUNDARY-22,numerical,22,What is 487 - 41?,446,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,-,False
PAT-AP-25-9-25,pattern,25,"30, 7, -16, -39, -62, -85, -108, -131, -154, ?",-177,integer,,,,,,,,,,,,,,,,9,-23,23,,,,,,,,,,,,,,,,,
PAT-AP-26-9-25,pattern,26,"-36, -16, 4, 24, 44, 64, 84, 104, 124, ?",144,integer,,,,,,,,,,,,,,,,9,20,20,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-0-3-2,logical,0,"C is faster than A.
A is faster than B.
Is A faster than C?",no,yesno,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,
LOG-COMP-1-4,logical,1,"A is faster than B.
 C is faster than D.
 D is faster than A.
 Is A faster than C?",no,yesno,4,3,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-0,numerical,0,What is 8^2?,64,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,exact,,,
PAT-AP-0-4-5,pattern,0,"38, 41, 44, 47, ?",50,integer,,,,,,,,,,,,,,,,4,3,3,,,,,,,,,,,,,,,,,
LOG-BOOL-0-2-1,logical,0,"A is False.
B is True.
What is: (A AND A)?",False,boolean,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-IMP-1-3-2,logical,1,"B is True.
If B is True, then A is True.
If C is True, then B is True.
Is C True?",no,yesno,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-2,numerical,2,What is 280 divided by 40?,7,integer,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,
PAT-MIXED-1-2-6-3,pattern,1,"5, 8, 16, 19, 38, ?",41,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
PAT-CP-3-2-5,pattern,3,"7, 5, 7, 5, 7, ?",5,integer,,,,,,,,,,,,,,,,,,,,,2,0,5,,,,,,,,,,,,
NUM-RATIO-MUL-3,numerical,3,"3 -> 9, 5 -> ?",15,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,multiply,,,,,,
NUM-DIV-2,numerical,2,What is 540 divided by 60?,9,integer,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,
LOG-IMP-0-3-2,logical,0,"C is True.
B is True.
If C is True, then A is True.
If C is True, then B is True.
Is A True?",yes,yesno,,,,,,,,,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
PAT-MIXED-4-2-5-3,pattern,4,"10, 13, 26, 29, ?",58,integer,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,
NUM-RATIO-MUL-3,numerical,3,"8 -> 24, 7 -> ?",21,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,multiply,,,,,,
LOG-IMP-1-3-2,logical,1,"A is True.
B is True.
If C is True, then A is True.
If C is True, then B is True.
Is C True?",no,yesno,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-4,numerical,4,What is 8^2?,64,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,exact,,,
LOG-COMP-2-4,logical,2,"A is faster than C.
 D is faster than B.
 D is faster than A.
 Is C faster than B?",no,yesno,4,3,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-AP-7-5-7,pattern,7,"11, 18, 25, 32, 39, ?",46,integer,,,,,,,,,,,,,,,,5,7,7,,,,,,,,,,,,,,,,,
LOG-IMP-4-3-2,logical,4,"C is True.
B is True.
If A is True, then C is True.
If A is True, then B is True.
Is A True?",no,yesno,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,
LOG-IMP-5-4-3,logical,5,"C is True.
If D is True, then C is True.
If C is True, then D is True.
If A is True, then D is True.
Is D True?",yes,yesno,,,,,,,,,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-6,numerical,6,"7 -> 35, 4 -> ?",20,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,multiply,,,,,,
NUM-SQUARE-7,numerical,7,What is 9^2?,81,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,near,,,
LOG-IMP-3-3-2,logical,3,"C is True.
A is True.
If C is True, then A is True.
If C is True, then B is True.
Is B True?",yes,yesno,,,,,,,,,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-9,numerical,9,What is 270 divided by 90?,3,integer,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,
PAT-MP-0-9-2,pattern,0,"10, 20, 40, 80, 160, 320, 640, 1280, 2560, ?",5120,integer,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,
LOG-CONSTRAINT-0-3-2,logical,0,"C is left of B.
A is left of C.
Is C left of A?",no,yesno,,,,,,,,,,,,,3,2,3,,,,,,,,,,,,,,,,,,,,
NUM-NEARBOUNDARY-0,numerical,0,What is 49 + 3?,52,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,+,True
NUM-DIV-2,numerical,2,What is 150 divided by 50?,3,integer,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,
PAT-AP-3-4-5,pattern,3,"29, 25, 21, 17, ?",13,integer,,,,,,,,,,,,,,,,4,-4,4,,,,,,,,,,,,,,,,,
NUM-SQUARE-5,numerical,5,What is 9^2?,81,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,near,,,
PAT-CP-5-3-6,pattern,5,"7, 12, 20, 7, 12, 20, ?",7,integer,,,,,,,,,,,,,,,,,,,,,3,0,6,,,,,,,,,,,,
NUM-DIV-9,numerical,9,What is 1440 divided by 120?,12,integer,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,
PAT-CP-7-3-6,pattern,7,"15, 14, 6, 15, 14, 6, ?",15,integer,,,,,,,,,,,,,,,,,,,,,3,0,6,,,,,,,,,,,,
PAT-MIXED-9-2-6-5,pattern,9,"14, 16, 48, 50, 150, ?",152,integer,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,
PAT-CP-13-3-8,pattern,13,"13, 7, 19, 13, 7, 19, 13, 7, ?",19,integer,,,,,,,,,,,,,,,,,,,,,3,0,8,,,,,,,,,,,,
PAT-MIXED-15-2-9-8,pattern,15,"5, 8, 13, 16, 21, 24, 29, 32, ?",37,integer,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,
NUM-RATIO-MUL-12,numerical,12,"9 -> 36, 8 -> ?",32,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,multiply,,,,,,
PAT-MIXED-18-2-9-8,pattern,18,"15, 20, 40, 45, 90, 95, 190, 195, ?",390,integer,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,
LOG-COMP-2-4,logical,2,"B is faster than C.
 A is faster than C.
 C is faster than D.
 Is B faster than D?",yes,yesno,4,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-MP-21-5-4,pattern,21,"20, 80, 320, 1280, 5120, ?",20480,integer,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,
LOG-COMP-4-4,logical,4,"D is older than C.
 C is older than B.
 A is older than C.
 Is D older than A?",no,yesno,4,3,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-MUL-14,numerical,14,"8 -> 40, 6 -> ?",30,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,multiply,,,,,,
NUM-SQUARE-16,numerical,16,What is 27^2?,729,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,near,,,
PAT-MIXED-20-2-10-10,pattern,20,"19, 27, 37, 45, 55, 63, 73, 81, 91, ?",99,integer,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,
LOG-COMP-7-4,logical,7,"D is faster than B.
 C is faster than B.
 D is faster than A.
 Is A faster than C?",no,yesno,4,3,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-10-3-2,logical,10,"A is False.
B is False.
C is False.
What is: ((A OR C) OR C)?",False,boolean,,,,,,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-RATIO-DIV-14,numerical,14,"24 -> 6, 56 -> ?",14,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,divide,,,,,,
NUM-RATIO-DIV-15,numerical,15,"48 -> 12, 32 -> ?",8,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,divide,,,,,,
LOG-BOOL-11-3-2,logical,11,"A is True.
B is True.
C is True.
What is: (NOT ((C OR (NOT B)) OR A))?",False,boolean,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-COMP-12-6,logical,12,"B is larger than D.
 F is larger than D.
 E is larger than F.
 D is larger than C.
 F is larger than C.
 E is larger than B.
 Is D larger than B?",no,yesno,6,6,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-IMP-14-4-4,logical,14,"B is True.
A is True.
If B is True, then C is True.
If B is True, then D is True.
If D is True, then C is True.
If C is True, then D is True.
Is C True?",yes,yesno,,,,,,,,,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,
LOG-CONSTRAINT-16-5-5,logical,16,"E is faster than A.
B is faster than A.
C is faster than B.
D is faster than C.
E is faster than D.
Is B faster than E?",no,yesno,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,
PAT-CP-23-6-12,pattern,23,"20, 7, 11, 16, 9, 16, 20, 7, 11, 16, 9, 16, ?",20,integer,,,,,,,,,,,,,,,,,,,,,6,3,12,,,,,,,,,,,,
LOG-BOOL-17-3-2,logical,17,"A is False.
B is False.
C is True.
What is: ((B AND A) OR A)?",False,boolean,,,,,,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-20-5-3,logical,20,"A is False.
B is False.
C is True.
D is True.
E is False.
What is: (((A AND B) AND (NOT C)) AND (NOT A))?",False,boolean,,,,,,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-22-5-4,logical,22,"A is False.
B is True.
C is True.
D is False.
E is False.
What is: ((((E OR E) OR D) OR (NOT B)) OR (NOT A))?",True,boolean,,,,,,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOG-BOOL-24-4-3,logical,24,"A is True.
B is False.
C is True.
D is False.
What is: (NOT (((C OR (NOT C)) OR A) AND B))?",True,boolean,,,,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM-DIV-14,numerical,14,What is 1320 divided by 120?,11,integer,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,,,,,,,,
LOG-IMP-26-7-7,logical,26,"B is True.
If G is True, then D is True.
If B is True, then A is True.
If B is True, then D is True.
If D is True, then G is True.
If C is True, then A is True.
If E is True, then G is True.
If B is True, then G is True.
Is D True?",yes,yesno,,,,,,,,,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,
NUM-SQUARE-16,numerical,16,What is 15^2?,225,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,near,,,
PAT-MP-24-5-4,pattern,24,"18, 72, 288, 1152, 4608, ?",18432,integer,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,
NUM-DIV-20,numerical,20,What is 2200 divided by 200?,11,integer,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,,,,,,,,
PAT-AP-23-8-15,pattern,23,"33, 19, 5, -9, -23, -37, -51, -65, ?",-79,integer,,,,,,,,,,,,,,,,8,-14,14,,,,,,,,,,,,,,,,,
NUM-RATIO-DIV-21,numerical,21,"120 -> 20, 114 -> ?",19,integer,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,divide,,,,,,
LOG-BOOL-28-6-3,logical,28,"A is True.
B is False.
C is False.
D is False.
E is True.
F is False.
What is: (NOT (((E OR (NOT D)) OR (NOT A)) AND A))?",False,boolean,,,,,,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT-AP-24-8-20,pattern,24,"-49, -32, -15, 2, 19, 36, 53, 70, ?",87,integer,,,,,,,,,,,,,,,,8,17,17,,,,,,,,,,,,,,,,,
NUM-DIV-23,numerical,23,What is 2700 divided by 180?,15,integer,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,,,,,,,
NUM-DIV-24,numerical,24,What is 1620 divided by 180?,9,integer,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,,,,,,,
PAT-MP-26-4-5,pattern,26,"20, 100, 500, 2500, ?",12500,integer,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,
LOG-BOOL-30-4-5,logical,30,"A is True.
B is False.
C is True.
D is True.
What is: (NOT (((((D OR (NOT C)) AND A) OR C) AND (NOT B)) AND C))?",False,boolean,,,,,,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
